gene_short_name,num_cells_expressed,gene_id,status,term,estimate,std_err,test_val,p_value,normalized_effect,model_component,q_value
MIIP,380,MIIP,OK,treatmentcontrol,-1.235753668,0.102111939,-12.10195082,4.21E-33,-1.534308973,count,1.04E-28
PET100,1999,PET100,OK,treatmentcontrol,-1.079621072,0.033429363,-32.29559177,3.34E-202,-1.533698308,count,8.99E-198
PDXP,470,PDXP,OK,treatmentcontrol,-1.195063556,0.091085553,-13.12023166,1.74E-38,-1.530962592,count,4.37E-34
PKDCC,616,PKDCC,OK,treatmentcontrol,-1.152869605,0.07924203,-14.54871372,1.08E-46,-1.526686344,count,2.74E-42
POLE3,842,POLE3,OK,treatmentcontrol,-1.12197816,0.063450906,-17.68261832,2.79E-67,-1.525464748,count,7.27E-63
OXLD1,1262,OXLD1,OK,treatmentcontrol,-1.092504931,0.047330091,-23.0826711,2.27E-110,-1.524841264,count,6.04E-106
SNCB,403,SNCB,OK,treatmentcontrol,-1.209335534,0.094247843,-12.83143987,6.42E-37,-1.524630562,count,1.61E-32
YPEL2,1190,YPEL2,OK,treatmentcontrol,-1.089891897,0.053890328,-20.22425797,2.00E-86,-1.518125099,count,5.27E-82
METTL18,306,METTL18,OK,treatmentcontrol,-1.264479672,0.115607628,-10.93768369,1.96E-27,-1.517602236,count,4.78E-23
TPM1,1177,TPM1,OK,treatmentcontrol,-1.084983134,0.051918291,-20.8978975,7.59E-92,-1.51406997,count,2.00E-87
GLUL,848,GLUL,OK,treatmentcontrol,-1.102593394,0.07614508,-14.48016586,2.77E-46,-1.507853133,count,7.06E-42
ZNF395,400,ZNF395,OK,treatmentcontrol,-1.194612293,0.097696344,-12.22780957,9.56E-34,-1.503853922,count,2.37E-29
GET1,2541,GET1,OK,treatmentcontrol,-1.050187822,0.02800705,-37.49726626,9.18E-262,-1.501395051,count,3.35E-257
ALDH2,1156,ALDH2,OK,treatmentcontrol,-1.072223593,0.049497538,-21.66215995,3.65E-98,-1.493134318,count,9.65E-94
WDR74,604,WDR74,OK,treatmentcontrol,-1.128175591,0.081340162,-13.86984685,1.07E-42,-1.492306705,count,2.69E-38
C17orf58,550,C17orf58,OK,treatmentcontrol,-1.140656136,0.083170461,-13.71467859,8.26E-42,-1.490351422,count,2.09E-37
ZNRD2,978,ZNRD2,OK,treatmentcontrol,-1.073984305,0.059492182,-18.05252829,6.19E-70,-1.476610933,count,1.62E-65
DPM3,1020,DPM3,OK,treatmentcontrol,-1.07291825,0.058824581,-18.23928408,2.72E-71,-1.476184987,count,7.10E-67
EML3,204,EML3,OK,treatmentcontrol,-1.35973401,0.152679586,-8.905800995,8.09E-19,-1.476146384,count,1.89E-14
