gene_short_name,num_cells_expressed,gene_id,status,term,estimate,std_err,test_val,p_value,normalized_effect,model_component,q_value
SELENOP,672,SELENOP,OK,treatmentcontrol,-1.240571585,0.085110452,-14.57601932,8.06E-47,-1.675554645,count,1.98E-42
CCNL2,485,CCNL2,OK,treatmentcontrol,-1.292754704,0.108358171,-11.93038508,3.24E-32,-1.67530892,count,7.82E-28
CHCHD2,2720,CHCHD2,OK,treatmentcontrol,-1.155463857,0.025741766,-44.88673528,0,-1.655386511,count,0
MTA2,239,MTA2,OK,treatmentcontrol,-1.434117392,0.149887474,-9.567960211,1.94E-21,-1.654547644,count,4.55E-17
CDKN1B,801,CDKN1B,OK,treatmentcontrol,-1.216221588,0.075317441,-16.14794084,1.04E-56,-1.654229064,count,2.56E-52
TNFAIP3,539,TNFAIP3,OK,treatmentcontrol,-1.248381054,0.095954886,-13.01008321,7.36E-38,-1.650261142,count,1.79E-33
METTL18,331,METTL18,OK,treatmentcontrol,-1.33157453,0.118000113,-11.28451909,4.71E-29,-1.641530533,count,1.13E-24
PCARE,1520,PCARE,OK,treatmentcontrol,-1.160819561,0.051489505,-22.54477976,1.76E-105,-1.633062333,count,4.42E-101
SPSB3,806,SPSB3,OK,treatmentcontrol,-1.199014982,0.072089594,-16.63228931,6.20E-60,-1.631494529,count,1.54E-55
SPINK4,1014,SPINK4,OK,treatmentcontrol,-1.176009778,0.065996322,-17.8193229,3.57E-68,-1.628428094,count,8.89E-64
AL359258.2,241,AL359258.2,OK,treatmentcontrol,-1.401158693,0.151892174,-9.224693134,4.69E-20,-1.627335646,count,1.09E-15
PDC,3273,PDC,OK,treatmentcontrol,-1.129016089,0.025943616,-43.51806994,0,-1.625981138,count,0
NDUFB8,2118,NDUFB8,OK,treatmentcontrol,-1.13954824,0.034972414,-32.58420283,1.19E-204,-1.621223218,count,4.34E-200
EHMT2,430,EHMT2,OK,treatmentcontrol,-1.262215988,0.112138448,-11.25587173,6.45E-29,-1.617203714,count,1.55E-24
CDCA7L,257,CDCA7L,OK,treatmentcontrol,-1.362461403,0.145682723,-9.352251045,1.45E-20,-1.616404939,count,3.39E-16
NSMCE3,805,NSMCE3,OK,treatmentcontrol,-1.186331816,0.071303114,-16.63786826,5.69E-60,-1.612099353,count,1.41E-55
NFKBIA,720,NFKBIA,OK,treatmentcontrol,-1.184081324,0.080664108,-14.67915965,1.92E-47,-1.602878479,count,4.74E-43
VIM,686,VIM,OK,treatmentcontrol,-1.143070201,0.146386785,-7.808561397,7.50E-15,-1.600299991,count,1.70E-10
CREG1,733,CREG1,OK,treatmentcontrol,-1.179770413,0.07686309,-15.34898495,1.42E-51,-1.598359985,count,3.51E-47
NDRG2,217,NDRG2,OK,treatmentcontrol,-1.385152814,0.165228768,-8.383242395,7.26E-17,-1.596624795,count,1.66E-12
MAB21L1,1693,MAB21L1,OK,treatmentcontrol,-1.125783019,0.048580429,-23.17359138,5.95E-111,-1.595245508,count,1.49E-106
DBNDD2,639,DBNDD2,OK,treatmentcontrol,-1.1901371,0.082134249,-14.49014413,2.64E-46,-1.589250321,count,6.48E-42
DDX3X,1322,DDX3X,OK,treatmentcontrol,-1.131393878,0.05330702,-21.22410653,2.31E-94,-1.581396994,count,5.79E-90
THUMPD3,594,THUMPD3,OK,treatmentcontrol,-1.189772602,0.084970977,-14.0021057,1.97E-43,-1.579824674,count,4.84E-39
BBC3,293,BBC3,OK,treatmentcontrol,-1.275397016,0.153523102,-8.307525079,1.36E-16,-1.578631221,count,3.12E-12
PARTICL,247,PARTICL,OK,treatmentcontrol,-1.345511845,0.136774506,-9.837446166,1.48E-22,-1.578056049,count,3.48E-18
SNHG7,1128,SNHG7,OK,treatmentcontrol,-1.122368273,0.059231186,-18.94894149,1.88E-76,-1.55970591,count,4.70E-72
UCKL1,687,UCKL1,OK,treatmentcontrol,-1.155261502,0.079699753,-14.49517045,2.46E-46,-1.555081089,count,6.05E-42
LENG8,1412,LENG8,OK,treatmentcontrol,-1.103787796,0.052120873,-21.17746165,5.59E-94,-1.551082241,count,1.40E-89
